unit_id,variant_id,shift_id,sequence_number,start_time_s
UNIT-000990,SUV,SHIFT_1,990,59400.0
UNIT-000991,SEDAN,SHIFT_1,991,59460.0
UNIT-000992,SEDAN,SHIFT_1,992,59520.0
UNIT-000993,SUV,SHIFT_1,993,59580.0
UNIT-000994,SUV,SHIFT_1,994,59640.0
UNIT-000995,SEDAN,SHIFT_1,995,59700.0
UNIT-000996,SUV,SHIFT_1,996,59760.0
UNIT-000997,SEDAN,SHIFT_1,997,59820.0
UNIT-000998,SEDAN,SHIFT_1,998,59880.0
UNIT-000999,SEDAN,SHIFT_1,999,59940.0
UNIT-001000,SUV,SHIFT_1,1000,60000.0
UNIT-001001,SUV,SHIFT_1,1001,60060.0
UNIT-001002,SEDAN,SHIFT_1,1002,60120.0
UNIT-001003,SEDAN,SHIFT_1,1003,60180.0
UNIT-001004,SEDAN,SHIFT_1,1004,60240.0
UNIT-001005,SEDAN,SHIFT_1,1005,60300.0
UNIT-001006,SUV,SHIFT_1,1006,60360.0
UNIT-001007,SUV,SHIFT_1,1007,60420.0
UNIT-001008,SUV,SHIFT_1,1008,60480.0
UNIT-001009,SEDAN,SHIFT_1,1009,60540.0
UNIT-001010,SEDAN,SHIFT_1,1010,60600.0
UNIT-001011,SUV,SHIFT_1,1011,60660.0
UNIT-001012,SEDAN,SHIFT_1,1012,60720.0
UNIT-001013,SUV,SHIFT_1,1013,60780.0
UNIT-001014,SUV,SHIFT_1,1014,60840.0
UNIT-001015,SUV,SHIFT_1,1015,60900.0
UNIT-001016,SEDAN,SHIFT_1,1016,60960.0
UNIT-001017,SEDAN,SHIFT_1,1017,61020.0
UNIT-001018,SUV,SHIFT_1,1018,61080.0
UNIT-001019,SUV,SHIFT_1,1019,61140.0
UNIT-001020,SEDAN,SHIFT_1,1020,61200.0
UNIT-001021,SUV,SHIFT_1,1021,61260.0
UNIT-001022,SUV,SHIFT_1,1022,61320.0
UNIT-001023,SEDAN,SHIFT_1,1023,61380.0
UNIT-001024,SUV,SHIFT_1,1024,61440.0
UNIT-001025,SEDAN,SHIFT_1,1025,61500.0
UNIT-001026,SEDAN,SHIFT_1,1026,61560.0
UNIT-001027,SUV,SHIFT_1,1027,61620.0
UNIT-001028,SUV,SHIFT_1,1028,61680.0
UNIT-001029,SUV,SHIFT_1,1029,61740.0
UNIT-001030,SEDAN,SHIFT_1,1030,61800.0
UNIT-001031,SEDAN,SHIFT_1,1031,61860.0
UNIT-001032,SUV,SHIFT_1,1032,61920.0
UNIT-001033,SUV,SHIFT_1,1033,61980.0
UNIT-001034,SEDAN,SHIFT_1,1034,62040.0
UNIT-001035,SEDAN,SHIFT_1,1035,62100.0
UNIT-001036,SEDAN,SHIFT_1,1036,62160.0
UNIT-001037,SEDAN,SHIFT_1,1037,62220.0
UNIT-001038,SEDAN,SHIFT_1,1038,62280.0
UNIT-001039,SEDAN,SHIFT_1,1039,62340.0
UNIT-001040,SUV,SHIFT_1,1040,62400.0
UNIT-001041,SUV,SHIFT_1,1041,62460.0
UNIT-001042,SEDAN,SHIFT_1,1042,62520.0
UNIT-001043,SEDAN,SHIFT_1,1043,62580.0
UNIT-001044,SEDAN,SHIFT_1,1044,62640.0
UNIT-001045,SEDAN,SHIFT_1,1045,62700.0
UNIT-001046,SUV,SHIFT_1,1046,62760.0
UNIT-001047,SEDAN,SHIFT_1,1047,62820.0
UNIT-001048,SEDAN,SHIFT_1,1048,62880.0
UNIT-001049,SUV,SHIFT_1,1049,62940.0
UNIT-001050,SEDAN,SHIFT_1,1050,63000.0
UNIT-001051,SEDAN,SHIFT_1,1051,63060.0
UNIT-001052,SUV,SHIFT_1,1052,63120.0
UNIT-001053,SUV,SHIFT_1,1053,63180.0
UNIT-001054,SUV,SHIFT_1,1054,63240.0
UNIT-001055,SUV,SHIFT_1,1055,63300.0
UNIT-001056,SUV,SHIFT_1,1056,63360.0
UNIT-001057,SUV,SHIFT_1,1057,63420.0
UNIT-001058,SEDAN,SHIFT_1,1058,63480.0
UNIT-001059,SEDAN,SHIFT_1,1059,63540.0
UNIT-001060,SUV,SHIFT_1,1060,63600.0
UNIT-001061,SEDAN,SHIFT_1,1061,63660.0
UNIT-001062,SEDAN,SHIFT_1,1062,63720.0
UNIT-001063,SEDAN,SHIFT_1,1063,63780.0
UNIT-001064,SEDAN,SHIFT_1,1064,63840.0
UNIT-001065,SEDAN,SHIFT_1,1065,63900.0
UNIT-001066,SEDAN,SHIFT_1,1066,63960.0
UNIT-001067,SUV,SHIFT_1,1067,64020.0
UNIT-001068,SUV,SHIFT_1,1068,64080.0
UNIT-001069,SUV,SHIFT_1,1069,64140.0
UNIT-001070,SEDAN,SHIFT_1,1070,64200.0
UNIT-001071,SEDAN,SHIFT_1,1071,64260.0
UNIT-001072,SUV,SHIFT_1,1072,64320.0
UNIT-001073,SEDAN,SHIFT_1,1073,64380.0
UNIT-001074,SEDAN,SHIFT_1,1074,64440.0
UNIT-001075,SEDAN,SHIFT_1,1075,64500.0
UNIT-001076,SEDAN,SHIFT_1,1076,64560.0
UNIT-001077,SUV,SHIFT_1,1077,64620.0
UNIT-001078,SUV,SHIFT_1,1078,64680.0
UNIT-001079,SEDAN,SHIFT_1,1079,64740.0
UNIT-001080,SUV,SHIFT_1,1080,64800.0
UNIT-001081,SUV,SHIFT_1,1081,64860.0
UNIT-001082,SEDAN,SHIFT_1,1082,64920.0
UNIT-001083,SUV,SHIFT_1,1083,64980.0
UNIT-001084,SUV,SHIFT_1,1084,65040.0
UNIT-001085,SUV,SHIFT_1,1085,65100.0
UNIT-001086,SUV,SHIFT_1,1086,65160.0
UNIT-001087,SEDAN,SHIFT_1,1087,65220.0
UNIT-001088,SUV,SHIFT_1,1088,65280.0
UNIT-001089,SEDAN,SHIFT_1,1089,65340.0
UNIT-001090,SEDAN,SHIFT_1,1090,65400.0
UNIT-001091,SEDAN,SHIFT_1,1091,65460.0
UNIT-001092,SEDAN,SHIFT_1,1092,65520.0
UNIT-001093,SEDAN,SHIFT_1,1093,65580.0
UNIT-001094,SEDAN,SHIFT_1,1094,65640.0
UNIT-001095,SEDAN,SHIFT_1,1095,65700.0
UNIT-001096,SEDAN,SHIFT_1,1096,65760.0
UNIT-001097,SEDAN,SHIFT_1,1097,65820.0
UNIT-001098,SEDAN,SHIFT_1,1098,65880.0
UNIT-001099,SEDAN,SHIFT_1,1099,65940.0
UNIT-001100,SEDAN,SHIFT_1,1100,66000.0
UNIT-001101,SUV,SHIFT_1,1101,66060.0
UNIT-001102,SEDAN,SHIFT_1,1102,66120.0
UNIT-001103,SUV,SHIFT_1,1103,66180.0
UNIT-001104,SUV,SHIFT_1,1104,66240.0
UNIT-001105,SEDAN,SHIFT_1,1105,66300.0
UNIT-001106,SEDAN,SHIFT_1,1106,66360.0
UNIT-001107,SUV,SHIFT_1,1107,66420.0
UNIT-001108,SEDAN,SHIFT_1,1108,66480.0
UNIT-001109,SEDAN,SHIFT_1,1109,66540.0
UNIT-001110,SUV,SHIFT_1,1110,66600.0
UNIT-001111,SEDAN,SHIFT_1,1111,66660.0
UNIT-001112,SUV,SHIFT_1,1112,66720.0
UNIT-001113,SUV,SHIFT_1,1113,66780.0
UNIT-001114,SEDAN,SHIFT_1,1114,66840.0
UNIT-001115,SEDAN,SHIFT_1,1115,66900.0
UNIT-001116,SUV,SHIFT_1,1116,66960.0
UNIT-001117,SUV,SHIFT_1,1117,67020.0
UNIT-001118,SUV,SHIFT_1,1118,67080.0
UNIT-001119,SEDAN,SHIFT_1,1119,67140.0
UNIT-001120,SEDAN,SHIFT_1,1120,67200.0
UNIT-001121,SUV,SHIFT_1,1121,67260.0
UNIT-001122,SEDAN,SHIFT_1,1122,67320.0
UNIT-001123,SEDAN,SHIFT_1,1123,67380.0
UNIT-001124,SUV,SHIFT_1,1124,67440.0
UNIT-001125,SUV,SHIFT_1,1125,67500.0
UNIT-001126,SEDAN,SHIFT_1,1126,67560.0
UNIT-001127,SEDAN,SHIFT_1,1127,67620.0
UNIT-001128,SUV,SHIFT_1,1128,67680.0
UNIT-001129,SEDAN,SHIFT_1,1129,67740.0
UNIT-001130,SUV,SHIFT_1,1130,67800.0
UNIT-001131,SEDAN,SHIFT_1,1131,67860.0
UNIT-001132,SEDAN,SHIFT_1,1132,67920.0
UNIT-001133,SEDAN,SHIFT_1,1133,67980.0
UNIT-001134,SUV,SHIFT_1,1134,68040.0
UNIT-001135,SUV,SHIFT_1,1135,68100.0
UNIT-001136,SEDAN,SHIFT_1,1136,68160.0
UNIT-001137,SEDAN,SHIFT_1,1137,68220.0
UNIT-001138,SUV,SHIFT_1,1138,68280.0
UNIT-001139,SUV,SHIFT_1,1139,68340.0
UNIT-001140,SEDAN,SHIFT_1,1140,68400.0
UNIT-001141,SUV,SHIFT_1,1141,68460.0
UNIT-001142,SEDAN,SHIFT_1,1142,68520.0
UNIT-001143,SEDAN,SHIFT_1,1143,68580.0
UNIT-001144,SEDAN,SHIFT_1,1144,68640.0
UNIT-001145,SUV,SHIFT_1,1145,68700.0
UNIT-001146,SUV,SHIFT_1,1146,68760.0
UNIT-001147,SEDAN,SHIFT_1,1147,68820.0
UNIT-001148,SUV,SHIFT_1,1148,68880.0
UNIT-001149,SEDAN,SHIFT_1,1149,68940.0
UNIT-001150,SUV,SHIFT_1,1150,69000.0
UNIT-001151,SEDAN,SHIFT_1,1151,69060.0
UNIT-001152,SEDAN,SHIFT_1,1152,69120.0
UNIT-001153,SUV,SHIFT_1,1153,69180.0
UNIT-001154,SEDAN,SHIFT_1,1154,69240.0
UNIT-001155,SUV,SHIFT_1,1155,69300.0
UNIT-001156,SEDAN,SHIFT_1,1156,69360.0
UNIT-001157,SEDAN,SHIFT_1,1157,69420.0
UNIT-001158,SUV,SHIFT_1,1158,69480.0
UNIT-001159,SEDAN,SHIFT_1,1159,69540.0
UNIT-001160,SEDAN,SHIFT_1,1160,69600.0
UNIT-001161,SUV,SHIFT_1,1161,69660.0
UNIT-001162,SEDAN,SHIFT_1,1162,69720.0
UNIT-001163,SUV,SHIFT_1,1163,69780.0
UNIT-001164,SUV,SHIFT_1,1164,69840.0
UNIT-001165,SEDAN,SHIFT_1,1165,69900.0
UNIT-001166,SEDAN,SHIFT_1,1166,69960.0
UNIT-001167,SEDAN,SHIFT_1,1167,70020.0
UNIT-001168,SEDAN,SHIFT_1,1168,70080.0
UNIT-001169,SUV,SHIFT_1,1169,70140.0
UNIT-001170,SEDAN,SHIFT_1,1170,70200.0
UNIT-001171,SEDAN,SHIFT_1,1171,70260.0
UNIT-001172,SEDAN,SHIFT_1,1172,70320.0
UNIT-001173,SUV,SHIFT_1,1173,70380.0
UNIT-001174,SEDAN,SHIFT_1,1174,70440.0
UNIT-001175,SEDAN,SHIFT_1,1175,70500.0
UNIT-001176,SEDAN,SHIFT_1,1176,70560.0
UNIT-001177,SEDAN,SHIFT_1,1177,70620.0
UNIT-001178,SEDAN,SHIFT_1,1178,70680.0
UNIT-001179,SEDAN,SHIFT_1,1179,70740.0
UNIT-001180,SUV,SHIFT_1,1180,70800.0
UNIT-001181,SEDAN,SHIFT_1,1181,70860.0
UNIT-001182,SUV,SHIFT_1,1182,70920.0
UNIT-001183,SUV,SHIFT_1,1183,70980.0
UNIT-001184,SUV,SHIFT_1,1184,71040.0
UNIT-001185,SUV,SHIFT_1,1185,71100.0
UNIT-001186,SEDAN,SHIFT_1,1186,71160.0
UNIT-001187,SUV,SHIFT_1,1187,71220.0
UNIT-001188,SUV,SHIFT_1,1188,71280.0
UNIT-001189,SUV,SHIFT_1,1189,71340.0
UNIT-001190,SEDAN,SHIFT_1,1190,71400.0
UNIT-001191,SEDAN,SHIFT_1,1191,71460.0
UNIT-001192,SUV,SHIFT_1,1192,71520.0
UNIT-001193,SEDAN,SHIFT_1,1193,71580.0
UNIT-001194,SEDAN,SHIFT_1,1194,71640.0
UNIT-001195,SUV,SHIFT_1,1195,71700.0
UNIT-001196,SUV,SHIFT_1,1196,71760.0
UNIT-001197,SEDAN,SHIFT_1,1197,71820.0
UNIT-001198,SEDAN,SHIFT_1,1198,71880.0
UNIT-001199,SEDAN,SHIFT_1,1199,71940.0
UNIT-001200,SEDAN,SHIFT_1,1200,72000.0
UNIT-001201,SEDAN,SHIFT_1,1201,72060.0
UNIT-001202,SEDAN,SHIFT_1,1202,72120.0
UNIT-001203,SEDAN,SHIFT_1,1203,72180.0
UNIT-001204,SUV,SHIFT_1,1204,72240.0
UNIT-001205,SEDAN,SHIFT_1,1205,72300.0
UNIT-001206,SEDAN,SHIFT_1,1206,72360.0
UNIT-001207,SUV,SHIFT_1,1207,72420.0
UNIT-001208,SUV,SHIFT_1,1208,72480.0
UNIT-001209,SEDAN,SHIFT_1,1209,72540.0
UNIT-001210,SUV,SHIFT_1,1210,72600.0
UNIT-001211,SUV,SHIFT_1,1211,72660.0
UNIT-001212,SUV,SHIFT_1,1212,72720.0
UNIT-001213,SEDAN,SHIFT_1,1213,72780.0
UNIT-001214,SEDAN,SHIFT_1,1214,72840.0
UNIT-001215,SEDAN,SHIFT_1,1215,72900.0
UNIT-001216,SUV,SHIFT_1,1216,72960.0
UNIT-001217,SUV,SHIFT_1,1217,73020.0
UNIT-001218,SEDAN,SHIFT_1,1218,73080.0
UNIT-001219,SUV,SHIFT_1,1219,73140.0
UNIT-001220,SEDAN,SHIFT_1,1220,73200.0
UNIT-001221,SEDAN,SHIFT_1,1221,73260.0
UNIT-001222,SEDAN,SHIFT_1,1222,73320.0
UNIT-001223,SUV,SHIFT_1,1223,73380.0
UNIT-001224,SUV,SHIFT_1,1224,73440.0
UNIT-001225,SEDAN,SHIFT_1,1225,73500.0
UNIT-001226,SUV,SHIFT_1,1226,73560.0
UNIT-001227,SEDAN,SHIFT_1,1227,73620.0
UNIT-001228,SUV,SHIFT_1,1228,73680.0
UNIT-001229,SEDAN,SHIFT_1,1229,73740.0
UNIT-001230,SEDAN,SHIFT_1,1230,73800.0
UNIT-001231,SEDAN,SHIFT_1,1231,73860.0
UNIT-001232,SUV,SHIFT_1,1232,73920.0
UNIT-001233,SEDAN,SHIFT_1,1233,73980.0
UNIT-001234,SEDAN,SHIFT_1,1234,74040.0
UNIT-001235,SEDAN,SHIFT_1,1235,74100.0
UNIT-001236,SEDAN,SHIFT_1,1236,74160.0
UNIT-001237,SEDAN,SHIFT_1,1237,74220.0
UNIT-001238,SUV,SHIFT_1,1238,74280.0
UNIT-001239,SEDAN,SHIFT_1,1239,74340.0
UNIT-001240,SEDAN,SHIFT_1,1240,74400.0
UNIT-001241,SEDAN,SHIFT_1,1241,74460.0
UNIT-001242,SUV,SHIFT_1,1242,74520.0
UNIT-001243,SEDAN,SHIFT_1,1243,74580.0
UNIT-001244,SUV,SHIFT_1,1244,74640.0
UNIT-001245,SEDAN,SHIFT_1,1245,74700.0
UNIT-001246,SEDAN,SHIFT_1,1246,74760.0
UNIT-001247,SEDAN,SHIFT_1,1247,74820.0
UNIT-001248,SEDAN,SHIFT_1,1248,74880.0
UNIT-001249,SUV,SHIFT_1,1249,74940.0
UNIT-001250,SUV,SHIFT_1,1250,75000.0
UNIT-001251,SUV,SHIFT_1,1251,75060.0
UNIT-001252,SEDAN,SHIFT_1,1252,75120.0
UNIT-001253,SEDAN,SHIFT_1,1253,75180.0
UNIT-001254,SEDAN,SHIFT_1,1254,75240.0
UNIT-001255,SUV,SHIFT_1,1255,75300.0
UNIT-001256,SUV,SHIFT_1,1256,75360.0
UNIT-001257,SEDAN,SHIFT_1,1257,75420.0
UNIT-001258,SEDAN,SHIFT_1,1258,75480.0
UNIT-001259,SUV,SHIFT_1,1259,75540.0
UNIT-001260,SUV,SHIFT_1,1260,75600.0
UNIT-001261,SEDAN,SHIFT_1,1261,75660.0
UNIT-001262,SEDAN,SHIFT_1,1262,75720.0
UNIT-001263,SEDAN,SHIFT_1,1263,75780.0
UNIT-001264,SUV,SHIFT_1,1264,75840.0
UNIT-001265,SEDAN,SHIFT_1,1265,75900.0
UNIT-001266,SEDAN,SHIFT_1,1266,75960.0
UNIT-001267,SEDAN,SHIFT_1,1267,76020.0
UNIT-001268,SUV,SHIFT_1,1268,76080.0
UNIT-001269,SEDAN,SHIFT_1,1269,76140.0
UNIT-001270,SUV,SHIFT_1,1270,76200.0
UNIT-001271,SEDAN,SHIFT_1,1271,76260.0
UNIT-001272,SEDAN,SHIFT_1,1272,76320.0
UNIT-001273,SEDAN,SHIFT_1,1273,76380.0
UNIT-001274,SEDAN,SHIFT_1,1274,76440.0
UNIT-001275,SEDAN,SHIFT_1,1275,76500.0
UNIT-001276,SEDAN,SHIFT_1,1276,76560.0
UNIT-001277,SUV,SHIFT_1,1277,76620.0
UNIT-001278,SEDAN,SHIFT_1,1278,76680.0
UNIT-001279,SEDAN,SHIFT_1,1279,76740.0
UNIT-001280,SEDAN,SHIFT_1,1280,76800.0
UNIT-001281,SUV,SHIFT_1,1281,76860.0
UNIT-001282,SEDAN,SHIFT_1,1282,76920.0
UNIT-001283,SEDAN,SHIFT_1,1283,76980.0
UNIT-001284,SEDAN,SHIFT_1,1284,77040.0
UNIT-001285,SUV,SHIFT_1,1285,77100.0
UNIT-001286,SUV,SHIFT_1,1286,77160.0
UNIT-001287,SEDAN,SHIFT_1,1287,77220.0
UNIT-001288,SEDAN,SHIFT_1,1288,77280.0
UNIT-001289,SUV,SHIFT_1,1289,77340.0
UNIT-001290,SEDAN,SHIFT_1,1290,77400.0
UNIT-001291,SUV,SHIFT_1,1291,77460.0
UNIT-001292,SEDAN,SHIFT_1,1292,77520.0
UNIT-001293,SUV,SHIFT_1,1293,77580.0
UNIT-001294,SUV,SHIFT_1,1294,77640.0
UNIT-001295,SEDAN,SHIFT_1,1295,77700.0
UNIT-001296,SEDAN,SHIFT_1,1296,77760.0
UNIT-001297,SUV,SHIFT_1,1297,77820.0
UNIT-001298,SUV,SHIFT_1,1298,77880.0
UNIT-001299,SEDAN,SHIFT_1,1299,77940.0
UNIT-001300,SEDAN,SHIFT_1,1300,78000.0
UNIT-001301,SUV,SHIFT_1,1301,78060.0
UNIT-001302,SEDAN,SHIFT_1,1302,78120.0
UNIT-001303,SEDAN,SHIFT_1,1303,78180.0
UNIT-001304,SUV,SHIFT_1,1304,78240.0
UNIT-001305,SEDAN,SHIFT_1,1305,78300.0
UNIT-001306,SEDAN,SHIFT_1,1306,78360.0
UNIT-001307,SEDAN,SHIFT_1,1307,78420.0
UNIT-001308,SEDAN,SHIFT_1,1308,78480.0
UNIT-001309,SUV,SHIFT_1,1309,78540.0
UNIT-001310,SUV,SHIFT_1,1310,78600.0
UNIT-001311,SUV,SHIFT_1,1311,78660.0
UNIT-001312,SEDAN,SHIFT_1,1312,78720.0
UNIT-001313,SUV,SHIFT_1,1313,78780.0
UNIT-001314,SUV,SHIFT_1,1314,78840.0
UNIT-001315,SUV,SHIFT_1,1315,78900.0
UNIT-001316,SEDAN,SHIFT_1,1316,78960.0
UNIT-001317,SEDAN,SHIFT_1,1317,79020.0
UNIT-001318,SEDAN,SHIFT_1,1318,79080.0
UNIT-001319,SUV,SHIFT_1,1319,79140.0
UNIT-001320,SEDAN,SHIFT_1,1320,79200.0
UNIT-001321,SEDAN,SHIFT_1,1321,79260.0
UNIT-001322,SEDAN,SHIFT_1,1322,79320.0
UNIT-001323,SEDAN,SHIFT_1,1323,79380.0
UNIT-001324,SEDAN,SHIFT_1,1324,79440.0
UNIT-001325,SUV,SHIFT_1,1325,79500.0
UNIT-001326,SEDAN,SHIFT_1,1326,79560.0
UNIT-001327,SUV,SHIFT_1,1327,79620.0
UNIT-001328,SEDAN,SHIFT_1,1328,79680.0
UNIT-001329,SEDAN,SHIFT_1,1329,79740.0
UNIT-001330,SUV,SHIFT_1,1330,79800.0
UNIT-001331,SEDAN,SHIFT_1,1331,79860.0
UNIT-001332,SUV,SHIFT_1,1332,79920.0
UNIT-001333,SUV,SHIFT_1,1333,79980.0
UNIT-001334,SUV,SHIFT_1,1334,80040.0
UNIT-001335,SEDAN,SHIFT_1,1335,80100.0
UNIT-001336,SEDAN,SHIFT_1,1336,80160.0
UNIT-001337,SEDAN,SHIFT_1,1337,80220.0
UNIT-001338,SEDAN,SHIFT_1,1338,80280.0
UNIT-001339,SUV,SHIFT_1,1339,80340.0
UNIT-001340,SUV,SHIFT_1,1340,80400.0
UNIT-001341,SEDAN,SHIFT_1,1341,80460.0
UNIT-001342,SEDAN,SHIFT_1,1342,80520.0
UNIT-001343,SEDAN,SHIFT_1,1343,80580.0
UNIT-001344,SEDAN,SHIFT_1,1344,80640.0
UNIT-001345,SEDAN,SHIFT_1,1345,80700.0
UNIT-001346,SUV,SHIFT_1,1346,80760.0
UNIT-001347,SUV,SHIFT_1,1347,80820.0
UNIT-001348,SUV,SHIFT_1,1348,80880.0
UNIT-001349,SEDAN,SHIFT_1,1349,80940.0
UNIT-001350,SEDAN,SHIFT_1,1350,81000.0
UNIT-001351,SUV,SHIFT_1,1351,81060.0
UNIT-001352,SEDAN,SHIFT_1,1352,81120.0
UNIT-001353,SEDAN,SHIFT_1,1353,81180.0
UNIT-001354,SUV,SHIFT_1,1354,81240.0
UNIT-001355,SEDAN,SHIFT_1,1355,81300.0
UNIT-001356,SUV,SHIFT_1,1356,81360.0
UNIT-001357,SUV,SHIFT_1,1357,81420.0
UNIT-001358,SEDAN,SHIFT_1,1358,81480.0
UNIT-001359,SUV,SHIFT_1,1359,81540.0
UNIT-001360,SUV,SHIFT_1,1360,81600.0
UNIT-001361,SEDAN,SHIFT_1,1361,81660.0
UNIT-001362,SEDAN,SHIFT_1,1362,81720.0
UNIT-001363,SUV,SHIFT_1,1363,81780.0
UNIT-001364,SUV,SHIFT_1,1364,81840.0
UNIT-001365,SEDAN,SHIFT_1,1365,81900.0
UNIT-001366,SEDAN,SHIFT_1,1366,81960.0
UNIT-001367,SEDAN,SHIFT_1,1367,82020.0
UNIT-001368,SEDAN,SHIFT_1,1368,82080.0
UNIT-001369,SEDAN,SHIFT_1,1369,82140.0
UNIT-001370,SUV,SHIFT_1,1370,82200.0
UNIT-001371,SUV,SHIFT_1,1371,82260.0
UNIT-001372,SEDAN,SHIFT_1,1372,82320.0
UNIT-001373,SEDAN,SHIFT_1,1373,82380.0
UNIT-001374,SUV,SHIFT_1,1374,82440.0
UNIT-001375,SEDAN,SHIFT_1,1375,82500.0
UNIT-001376,SUV,SHIFT_1,1376,82560.0
UNIT-001377,SUV,SHIFT_1,1377,82620.0
UNIT-001378,SUV,SHIFT_1,1378,82680.0
UNIT-001379,SUV,SHIFT_1,1379,82740.0
UNIT-001380,SUV,SHIFT_1,1380,82800.0
UNIT-001381,SUV,SHIFT_1,1381,82860.0
UNIT-001382,SUV,SHIFT_1,1382,82920.0
UNIT-001383,SUV,SHIFT_1,1383,82980.0
UNIT-001384,SEDAN,SHIFT_1,1384,83040.0
UNIT-001385,SEDAN,SHIFT_1,1385,83100.0
UNIT-001386,SUV,SHIFT_1,1386,83160.0
UNIT-001387,SEDAN,SHIFT_1,1387,83220.0
UNIT-001388,SUV,SHIFT_1,1388,83280.0
UNIT-001389,SUV,SHIFT_1,1389,83340.0
UNIT-001390,SUV,SHIFT_1,1390,83400.0
UNIT-001391,SEDAN,SHIFT_1,1391,83460.0
UNIT-001392,SUV,SHIFT_1,1392,83520.0
UNIT-001393,SEDAN,SHIFT_1,1393,83580.0
UNIT-001394,SEDAN,SHIFT_1,1394,83640.0
UNIT-001395,SEDAN,SHIFT_1,1395,83700.0
UNIT-001396,SUV,SHIFT_1,1396,83760.0
UNIT-001397,SUV,SHIFT_1,1397,83820.0
UNIT-001398,SEDAN,SHIFT_1,1398,83880.0
UNIT-001399,SUV,SHIFT_1,1399,83940.0
UNIT-001400,SUV,SHIFT_1,1400,84000.0
UNIT-001401,SEDAN,SHIFT_1,1401,84060.0
UNIT-001402,SUV,SHIFT_1,1402,84120.0
UNIT-001403,SEDAN,SHIFT_1,1403,84180.0
UNIT-001404,SEDAN,SHIFT_1,1404,84240.0
UNIT-001405,SUV,SHIFT_1,1405,84300.0
UNIT-001406,SUV,SHIFT_1,1406,84360.0
UNIT-001407,SEDAN,SHIFT_1,1407,84420.0
UNIT-001408,SEDAN,SHIFT_1,1408,84480.0
UNIT-001409,SEDAN,SHIFT_1,1409,84540.0
UNIT-001410,SEDAN,SHIFT_1,1410,84600.0
UNIT-001411,SEDAN,SHIFT_1,1411,84660.0
UNIT-001412,SUV,SHIFT_1,1412,84720.0
UNIT-001413,SUV,SHIFT_1,1413,84780.0
UNIT-001414,SUV,SHIFT_1,1414,84840.0
UNIT-001415,SEDAN,SHIFT_1,1415,84900.0
UNIT-001416,SUV,SHIFT_1,1416,84960.0
UNIT-001417,SEDAN,SHIFT_1,1417,85020.0
UNIT-001418,SEDAN,SHIFT_1,1418,85080.0
UNIT-001419,SUV,SHIFT_1,1419,85140.0
UNIT-001420,SEDAN,SHIFT_1,1420,85200.0
UNIT-001421,SUV,SHIFT_1,1421,85260.0
UNIT-001422,SEDAN,SHIFT_1,1422,85320.0
UNIT-001423,SEDAN,SHIFT_1,1423,85380.0
UNIT-001424,SEDAN,SHIFT_1,1424,85440.0
UNIT-001425,SEDAN,SHIFT_1,1425,85500.0
UNIT-001426,SEDAN,SHIFT_1,1426,85560.0
UNIT-001427,SEDAN,SHIFT_1,1427,85620.0
UNIT-001428,SEDAN,SHIFT_1,1428,85680.0
UNIT-001429,SEDAN,SHIFT_1,1429,85740.0
UNIT-001430,SEDAN,SHIFT_1,1430,85800.0
UNIT-001431,SEDAN,SHIFT_1,1431,85860.0
UNIT-001432,SUV,SHIFT_1,1432,85920.0
UNIT-001433,SEDAN,SHIFT_1,1433,85980.0
UNIT-001434,SUV,SHIFT_1,1434,86040.0
UNIT-001435,SEDAN,SHIFT_1,1435,86100.0
UNIT-001436,SUV,SHIFT_1,1436,86160.0
UNIT-001437,SUV,SHIFT_1,1437,86220.0
UNIT-001438,SUV,SHIFT_1,1438,86280.0
UNIT-001439,SEDAN,SHIFT_1,1439,86340.0
UNIT-001440,SEDAN,SHIFT_2,1440,86400.0
UNIT-001441,SEDAN,SHIFT_2,1441,86460.0
UNIT-001442,SUV,SHIFT_2,1442,86520.0
UNIT-001443,SEDAN,SHIFT_2,1443,86580.0
UNIT-001444,SEDAN,SHIFT_2,1444,86640.0
UNIT-001445,SEDAN,SHIFT_2,1445,86700.0
UNIT-001446,SEDAN,SHIFT_2,1446,86760.0
UNIT-001447,SUV,SHIFT_2,1447,86820.0
UNIT-001448,SEDAN,SHIFT_2,1448,86880.0
UNIT-001449,SEDAN,SHIFT_2,1449,86940.0
UNIT-001450,SUV,SHIFT_2,1450,87000.0
UNIT-001451,SUV,SHIFT_2,1451,87060.0
UNIT-001452,SUV,SHIFT_2,1452,87120.0
UNIT-001453,SUV,SHIFT_2,1453,87180.0
UNIT-001454,SEDAN,SHIFT_2,1454,87240.0
UNIT-001455,SUV,SHIFT_2,1455,87300.0
UNIT-001456,SUV,SHIFT_2,1456,87360.0
UNIT-001457,SEDAN,SHIFT_2,1457,87420.0
UNIT-001458,SEDAN,SHIFT_2,1458,87480.0
UNIT-001459,SEDAN,SHIFT_2,1459,87540.0
UNIT-001460,SUV,SHIFT_2,1460,87600.0
UNIT-001461,SUV,SHIFT_2,1461,87660.0
UNIT-001462,SUV,SHIFT_2,1462,87720.0
UNIT-001463,SEDAN,SHIFT_2,1463,87780.0
UNIT-001464,SUV,SHIFT_2,1464,87840.0
UNIT-001465,SEDAN,SHIFT_2,1465,87900.0
UNIT-001466,SUV,SHIFT_2,1466,87960.0
UNIT-001467,SEDAN,SHIFT_2,1467,88020.0
UNIT-001468,SEDAN,SHIFT_2,1468,88080.0
